night_travel,road_type,unsafe_zone,battery,shake,voice_trigger,sudden_stop,manual_sos,lat,lon,rule_score,ml_score,final_score,risk_level,ward,timestamp
False,main,False,100,False,False,False,False,12.9296658,77.6232932,0,17.24,6.9,Safe,Koramangala,2026-05-02T06:29:34.712575
False,main,False,100,False,False,False,False,12.9296533,77.6233654,0,17.24,6.9,Safe,Koramangala,2026-05-02T06:29:36.235849
True,Unknown,False,100,False,False,False,False,12.9296533,77.6233654,20,17.24,18.9,Safe,Koramangala,2026-05-02T06:29:36.246964
True,Unknown,False,100,False,False,False,False,12.9296569,77.6233653,20,17.24,18.9,Safe,Koramangala,2026-05-02T06:29:38.293587
False,main,False,100,False,False,False,False,12.9296569,77.6233653,0,17.24,6.9,Safe,Koramangala,2026-05-02T06:29:38.293463
True,Unknown,False,100,False,False,False,False,12.9296587,77.6233676,20,17.24,18.9,Safe,Koramangala,2026-05-02T06:29:41.225327
False,main,False,100,False,False,False,False,12.9296587,77.6233676,0,17.24,6.9,Safe,Koramangala,2026-05-02T06:29:41.262790
True,Unknown,False,100,False,False,False,False,12.929665,77.6233599,20,17.24,18.9,Safe,Koramangala,2026-05-02T06:29:43.325949
False,main,False,100,False,False,False,False,12.929665,77.6233599,0,17.24,6.9,Safe,Koramangala,2026-05-02T06:29:43.330218
True,Unknown,False,100,False,False,False,False,12.9296666,77.6233581,20,17.24,18.9,Safe,Koramangala,2026-05-02T06:29:46.210525
False,main,False,100,False,False,False,False,12.9296666,77.6233581,0,17.24,6.9,Safe,Koramangala,2026-05-02T06:29:46.213996
False,main,False,100,False,False,False,False,12.929657,77.6233492,0,17.24,6.9,Safe,Koramangala,2026-05-02T06:29:48.880142
False,main,False,100,False,False,False,False,12.9296533,77.6233654,0,17.24,6.9,Safe,Koramangala,2026-05-02T06:29:49.369166
False,main,False,100,False,False,False,False,12.9296569,77.6233653,0,17.24,6.9,Safe,Koramangala,2026-05-02T06:29:49.697700
False,main,False,100,False,False,False,False,12.9296587,77.6233676,0,17.24,6.9,Safe,Koramangala,2026-05-02T06:29:49.979208
True,Unknown,False,100,False,False,False,False,12.9296713,77.6233354,20,17.24,18.9,Safe,Koramangala,2026-05-02T06:29:50.173418
False,main,False,100,False,False,False,False,12.9296713,77.6233354,0,17.24,6.9,Safe,Koramangala,2026-05-02T06:29:50.176542
False,main,False,100,False,False,False,False,12.929665,77.6233599,0,17.24,6.9,Safe,Koramangala,2026-05-02T06:29:50.328205
False,main,False,100,False,False,False,False,12.9296666,77.6233581,0,17.24,6.9,Safe,Koramangala,2026-05-02T06:29:50.837551
True,Unknown,False,100,False,False,False,False,12.9296789,77.6233316,20,17.24,18.9,Safe,Koramangala,2026-05-02T06:29:56.369803
False,main,False,100,False,False,False,False,12.9296789,77.6233316,0,17.24,6.9,Safe,Koramangala,2026-05-02T06:29:56.373664
True,Unknown,False,100,False,False,False,False,12.9296822,77.6233317,20,17.24,18.9,Safe,Koramangala,2026-05-02T06:29:58.674351
False,main,False,100,False,False,False,False,12.9296822,77.6233317,0,17.24,6.9,Safe,Koramangala,2026-05-02T06:29:58.680513
False,Unknown,False,100,False,False,False,False,12.9296854,77.623331,0,17.24,6.9,Safe,Koramangala,2026-05-02T06:30:01.330504
False,main,False,100,False,False,False,False,12.9296854,77.623331,0,17.24,6.9,Safe,Koramangala,2026-05-02T06:30:01.334577
False,main,False,100,False,False,False,False,12.9296713,77.6233354,0,17.24,6.9,Safe,Koramangala,2026-05-02T06:30:03.705040
False,main,False,100,False,False,False,False,12.9296789,77.6233316,0,17.24,6.9,Safe,Koramangala,2026-05-02T06:30:04.030456
False,main,False,100,False,False,False,False,12.9296822,77.6233317,0,17.24,6.9,Safe,Koramangala,2026-05-02T06:30:04.383828
False,main,False,100,False,False,False,False,12.9296854,77.623331,0,17.24,6.9,Safe,Koramangala,2026-05-02T06:30:04.729494
False,Unknown,False,100,False,False,False,False,12.9296867,77.6233305,0,17.24,6.9,Safe,Koramangala,2026-05-02T06:30:07.363607
False,main,False,100,False,False,False,False,12.9296867,77.6233305,0,17.24,6.9,Safe,Koramangala,2026-05-02T06:30:07.367987
False,Unknown,False,100,False,False,False,False,12.929687,77.623331,0,17.24,6.9,Safe,Koramangala,2026-05-02T06:30:12.403899
False,main,False,100,False,False,False,False,12.929687,77.623331,0,17.24,6.9,Safe,Koramangala,2026-05-02T06:30:12.405589
True,Unknown,False,100,False,False,False,False,12.9296861,77.6232129,20,17.24,18.9,Safe,Koramangala,2026-05-02T06:30:18.453848
False,main,False,100,False,False,False,False,12.9296861,77.6232129,0,17.24,6.9,Safe,Koramangala,2026-05-02T06:30:18.454660
False,main,False,100,False,False,False,False,12.9296867,77.6233305,0,17.24,6.9,Safe,Koramangala,2026-05-02T06:30:18.653179
False,main,False,100,False,False,False,False,12.929687,77.623331,0,17.24,6.9,Safe,Koramangala,2026-05-02T06:30:18.963128
False,main,False,100,False,False,False,False,12.9296861,77.6232129,0,17.24,6.9,Safe,Koramangala,2026-05-02T06:30:19.239753
True,Unknown,False,100,False,False,False,False,12.9296826,77.6227618,20,17.24,18.9,Safe,Koramangala,2026-05-02T06:30:23.509038
False,main,False,100,False,False,False,False,12.9296826,77.6227618,0,17.24,6.9,Safe,Koramangala,2026-05-02T06:30:23.508883
True,Unknown,False,100,False,False,False,False,12.9296352,77.6226563,20,17.24,18.9,Safe,Koramangala,2026-05-02T06:30:29.556384
False,main,False,100,False,False,False,False,12.9296352,77.6226563,0,17.24,6.9,Safe,Koramangala,2026-05-02T06:30:29.556041
False,main,False,100,False,False,False,False,12.9296826,77.6227618,0,17.24,6.9,Safe,Koramangala,2026-05-02T06:30:33.676235
False,main,False,100,False,False,False,False,12.9296352,77.6226563,0,17.24,6.9,Safe,Koramangala,2026-05-02T06:30:33.966778
True,Unknown,False,100,False,False,False,False,12.9296247,77.6226751,20,17.24,18.9,Safe,Koramangala,2026-05-02T06:30:34.562624
False,main,False,100,False,False,False,False,12.9296247,77.6226751,0,17.24,6.9,Safe,Koramangala,2026-05-02T06:30:34.562508
True,Unknown,False,100,False,False,False,False,12.9296653,77.6226989,20,17.24,18.9,Safe,Koramangala,2026-05-02T06:30:40.676226
False,main,False,100,False,False,False,False,12.9296653,77.6226989,0,17.24,6.9,Safe,Koramangala,2026-05-02T06:30:40.679746
True,Unknown,False,100,False,False,False,False,12.9296694,77.6227032,20,17.24,18.9,Safe,Koramangala,2026-05-02T06:30:45.309520
False,main,False,100,False,False,False,False,12.9296694,77.6227032,0,17.24,6.9,Safe,Koramangala,2026-05-02T06:30:45.310460
False,main,False,100,False,False,False,False,12.9296247,77.6226751,0,17.24,6.9,Safe,Koramangala,2026-05-02T06:30:50.362830
False,main,False,100,False,False,False,False,12.9296653,77.6226989,0,17.24,6.9,Safe,Koramangala,2026-05-02T06:30:51.085278
False,main,False,100,False,False,False,False,12.9296694,77.6227032,0,17.24,6.9,Safe,Koramangala,2026-05-02T06:30:51.580467
True,Unknown,False,100,False,False,False,False,12.9296625,77.6227043,20,17.24,18.9,Safe,Koramangala,2026-05-02T06:30:51.839923
False,main,False,100,False,False,False,False,12.9296625,77.6227043,0,17.24,6.9,Safe,Koramangala,2026-05-02T06:30:51.844139
True,Unknown,False,100,False,False,False,False,12.9296617,77.6227049,20,17.24,18.9,Safe,Koramangala,2026-05-02T06:30:58.924176
